input_text,output_text
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Yes it would. I have repaired many lawn mowers and outboards and car's with this kit. You might have to get different sizes after a few Repairs. But for your motor. It should be in this kit.Also put grease on the valley area of the tap. Then your shavings stay in the grease, and you do not have to ""Remove the head"".","Yes it would. I have repaired many lawn mowers and outboards and car's with this kit. You might have to get different sizes after a few Repairs. But for your motor. It should be in this kit.Also put grease on the valley area of the tap. Then your shavings stay in the grease, and you do not have to ""Remove the head""."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: If by screwed up the sparkplug hole you mean you damaged the thread yes this will work. The way it works is by cutting a larger threaded hole in the cylinder head and using the same sparkplug size with the included adapter bushing. Make sure you follow the instructions to the . I fixed my BMW sparkplug in about q minutes ...saved me about 700$ plus a lot of time... good luck!",If by screwed up the sparkplug hole you mean you damaged the thread yes this will work. The way it works is by cutting a larger threaded hole in the cylinder head and using the same sparkplug size with the included adapter bushing. Make sure you follow the instructions to the . I fixed my BMW sparkplug in about q minutes ...saved me about 700$ plus a lot of time... good luck!
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: I didn't measure it but appears to be the correct length for a 3/4"" /19 mm reach plug.  You only get one each reach as pictured, and packs of inserts are available separately.  I used the shortest reach insert to fix a stripped sump plug on a motorcycle and it worked well.","I didn't measure it but appears to be the correct length for a 3/4"" /19 mm reach plug.  You only get one each reach as pictured, and packs of inserts are available separately.  I used the shortest reach insert to fix a stripped sump plug on a motorcycle and it worked well."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Kit comes with 3/4"" insert.  not the most popular, but will work just fine.","Kit comes with 3/4"" insert.  not the most popular, but will work just fine."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: *For M14 x 1.25 repairs *Serrated insert *Kit includes; piloted tap, expanding tool, and three inserts (short, normal and long reaches)","*For M14 x 1.25 repairs *Serrated insert *Kit includes; piloted tap, expanding tool, and three inserts (short, normal and long reaches)"
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Yes, But...........If you are careful you will not. It is very easy to do,if you are mechanically inclined.Why are you doing it with the piston at top dead center.?????","Yes, But...........If you are careful you will not. It is very easy to do,if you are mechanically inclined.Why are you doing it with the piston at top dead center.?????"
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: It's possible but not likely. You can use a skinny dowel and have a helper watch it go up and down as you turn the motor by hand to avoid the piston being up.",It's possible but not likely. You can use a skinny dowel and have a helper watch it go up and down as you turn the motor by hand to avoid the piston being up.
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: On a Neon 2 liter it definitely can. I would assume that most engines would be the same. When I was fixing mine, the tap hit the piston. I just had to bump the starter until I could see the piston was down in the bore. If I ever have to do this again, I'll know to check that first.","On a Neon 2 liter it definitely can. I would assume that most engines would be the same. When I was fixing mine, the tap hit the piston. I just had to bump the starter until I could see the piston was down in the bore. If I ever have to do this again, I'll know to check that first."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: No. I am speaking specifically for the Acura 3.5 RL.The Tap barely goes beyond the spark plug threads. Remember, at TDC there is still space in the curved part of the head, so don't keep drilling when you think that you've cleared the spark plug hole- measure the length of the spark plug hole and you can figure out how deep you've drilled.  The real issue is making sure that very little metal gets into the cylinder/on the piston; use the Drilling Foam to capture most of the metal pieces and use a vacuum cleaner with a very small rubber hose to vacuum the metal pieces off of the piston. You cannot get out all of the metal, so when you restart the engine it may ""miss"" a little as the metal burns, BUT the metal will burn inside the cylinder and the engine will quick get back to a normal idle/normal revolution.



    No. I am speaking specifically for the Acura 3.5 RL.The Tap barely goes beyond the spark plug threads. Remember, at TDC there is still space in the curved part of the head, so don't keep drilling when you think that you've cleared the spark plug hole- measure the length of the spark plug hole and you can figure out how deep you've drilled. The real issue is making sure that very little metal gets into the cylinder/on the piston; use the Drilling Foam to capture most of the metal pieces and use a vacuum cleaner with a very small rubber hose to vacuum the metal pieces off of the piston....
      » 
Read More


   No. I am speaking specifically for the Acura 3.5 RL.The Tap barely goes beyond the spark plug threads. Remember, at TDC there is still space in the curved part of the head, so don't keep drilling when you think that you've cleared the spark plug hole- measure the length of the spark plug hole and you can figure out how deep you've drilled.  The real issue is making sure that very little metal gets into the cylinder/on the piston; use the Drilling Foam to capture most of the metal pieces and use a vacuum cleaner with a very small rubber hose to vacuum the metal pieces off of the piston. You cannot get out all of the metal, so when you restart the engine it may ""miss"" a little as the metal burns, BUT the metal will burn inside the cylinder and the engine will quick get back to a normal idle/normal revolution.
      « 

Show Less","No. I am speaking specifically for the Acura 3.5 RL.The Tap barely goes beyond the spark plug threads. Remember, at TDC there is still space in the curved part of the head, so don't keep drilling when you think that you've cleared the spark plug hole- measure the length of the spark plug hole and you can figure out how deep you've drilled.  The real issue is making sure that very little metal gets into the cylinder/on the piston; use the Drilling Foam to capture most of the metal pieces and use a vacuum cleaner with a very small rubber hose to vacuum the metal pieces off of the piston. You cannot get out all of the metal, so when you restart the engine it may ""miss"" a little as the metal burns, BUT the metal will burn inside the cylinder and the engine will quick get back to a normal idle/normal revolution.



    No. I am speaking specifically for the Acura 3.5 RL.The Tap barely goes beyond the spark plug threads. Remember, at TDC there is still space in the curved part of the head, so don't keep drilling when you think that you've cleared the spark plug hole- measure the length of the spark plug hole and you can figure out how deep you've drilled. The real issue is making sure that very little metal gets into the cylinder/on the piston; use the Drilling Foam to capture most of the metal pieces and use a vacuum cleaner with a very small rubber hose to vacuum the metal pieces off of the piston....
      » 
Read More


   No. I am speaking specifically for the Acura 3.5 RL.The Tap barely goes beyond the spark plug threads. Remember, at TDC there is still space in the curved part of the head, so don't keep drilling when you think that you've cleared the spark plug hole- measure the length of the spark plug hole and you can figure out how deep you've drilled.  The real issue is making sure that very little metal gets into the cylinder/on the piston; use the Drilling Foam to capture most of the metal pieces and use a vacuum cleaner with a very small rubber hose to vacuum the metal pieces off of the piston. You cannot get out all of the metal, so when you restart the engine it may ""miss"" a little as the metal burns, BUT the metal will burn inside the cylinder and the engine will quick get back to a normal idle/normal revolution.
      « 

Show Less"
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: yes some can touch the piston. It depends on the engine.",yes some can touch the piston. It depends on the engine.
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: I Think they are tungston inserts (W) not iron (Fe) Could be wrong. Or an alloy Just remember the plug itself is made of a different alloy too. it can handle the different expansion rates.",I Think they are tungston inserts (W) not iron (Fe) Could be wrong. Or an alloy Just remember the plug itself is made of a different alloy too. it can handle the different expansion rates.
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: I have used this on my Chainsaw to replace the spark plug threads...no problems",I have used this on my Chainsaw to replace the spark plug threads...no problems
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Yes, the inserts are ferrous.  However, the spark plugs are also ferrous.  Essentially you are screwing a ferrous plug into a ferrous threaded lining which is all threaded into the aluminum block.  The only other real choice is to fully disassemble you head and have the spark plug hole repaired with welding.  Everything will be alloy, but the distortion of the head caused by the welding will require a minimum of the head being planed and possibly camshaft bores being out of alignment, leading  to excess wear of camshaft bearings.PS ... I have used these inserts and they are performing fine in a 2.7 litre turbocharged V6.



    Yes, the inserts are ferrous. However, the spark plugs are also ferrous. Essentially you are screwing a ferrous plug into a ferrous threaded lining which is all threaded into the aluminum block. The only other real choice is to fully disassemble you head and have the spark plug hole repaired with welding. Everything will be alloy, but the distortion of the head caused by the welding will require a minimum of the head being planed and possibly camshaft bores being out of alignment, leading to excess wear of camshaft bearings.PS ... I have used these inserts and they are...
      » 
Read More


   Yes, the inserts are ferrous.  However, the spark plugs are also ferrous.  Essentially you are screwing a ferrous plug into a ferrous threaded lining which is all threaded into the aluminum block.  The only other real choice is to fully disassemble you head and have the spark plug hole repaired with welding.  Everything will be alloy, but the distortion of the head caused by the welding will require a minimum of the head being planed and possibly camshaft bores being out of alignment, leading  to excess wear of camshaft bearings.PS ... I have used these inserts and they are performing fine in a 2.7 litre turbocharged V6.
      « 

Show Less","Yes, the inserts are ferrous.  However, the spark plugs are also ferrous.  Essentially you are screwing a ferrous plug into a ferrous threaded lining which is all threaded into the aluminum block.  The only other real choice is to fully disassemble you head and have the spark plug hole repaired with welding.  Everything will be alloy, but the distortion of the head caused by the welding will require a minimum of the head being planed and possibly camshaft bores being out of alignment, leading  to excess wear of camshaft bearings.PS ... I have used these inserts and they are performing fine in a 2.7 litre turbocharged V6.



    Yes, the inserts are ferrous. However, the spark plugs are also ferrous. Essentially you are screwing a ferrous plug into a ferrous threaded lining which is all threaded into the aluminum block. The only other real choice is to fully disassemble you head and have the spark plug hole repaired with welding. Everything will be alloy, but the distortion of the head caused by the welding will require a minimum of the head being planed and possibly camshaft bores being out of alignment, leading to excess wear of camshaft bearings.PS ... I have used these inserts and they are...
      » 
Read More


   Yes, the inserts are ferrous.  However, the spark plugs are also ferrous.  Essentially you are screwing a ferrous plug into a ferrous threaded lining which is all threaded into the aluminum block.  The only other real choice is to fully disassemble you head and have the spark plug hole repaired with welding.  Everything will be alloy, but the distortion of the head caused by the welding will require a minimum of the head being planed and possibly camshaft bores being out of alignment, leading  to excess wear of camshaft bearings.PS ... I have used these inserts and they are performing fine in a 2.7 litre turbocharged V6.
      « 

Show Less"
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: I duct taped mine to a socket, then used an extension. I dont remember the size of the socket, and i also filled the grooves of the tap with bearing grease to catch all the shavings. It was my friends truck and its still running.","I duct taped mine to a socket, then used an extension. I dont remember the size of the socket, and i also filled the grooves of the tap with bearing grease to catch all the shavings. It was my friends truck and its still running."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Hi,I used an extension and the taped the whole assembly together with duct tape. Kinda crude but it worked for me. Yes in is 3/8""","Hi,I used an extension and the taped the whole assembly together with duct tape. Kinda crude but it worked for me. Yes in is 3/8"""
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Yes, it's meant for 3/8""","Yes, it's meant for 3/8"""
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: I don't see any reason why you could not, but make sure that it drives in straight and not angled in any way.","I don't see any reason why you could not, but make sure that it drives in straight and not angled in any way."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Yes, a 3/8"" ratchet extension fits in the top of the reamer tap. Terry.","Yes, a 3/8"" ratchet extension fits in the top of the reamer tap. Terry."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Well yes..I have done that on my hired Regina ...couldnt reach without it....By the way great product!!",Well yes..I have done that on my hired Regina ...couldnt reach without it....By the way great product!!
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Yes you can. There is an indentation for a 3/8 ratchet or extension in the top of the tap.",Yes you can. There is an indentation for a 3/8 ratchet or extension in the top of the tap.
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Yes you can.",Yes you can.
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: I taped it together Ford holes are deep. Make sure piston is down and out of the way. I used grease on tap and then used a 1' piece of rubber hose on the end of air nozzle to blow out any shavings missed. Then stared engine with plug out let run for 30 seconds just to be sure. Worked well still running strong.",I taped it together Ford holes are deep. Make sure piston is down and out of the way. I used grease on tap and then used a 1' piece of rubber hose on the end of air nozzle to blow out any shavings missed. Then stared engine with plug out let run for 30 seconds just to be sure. Worked well still running strong.
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: I don't know about it working on a Dodge Caravan but it probably would.  You do not have to remove the head and you do not use a power drill. You do have to rethread the bad plug entry using the tap that comes with the kit.  Then install (screw in) the replacement threaded sleeve. Its not difficult.",I don't know about it working on a Dodge Caravan but it probably would.  You do not have to remove the head and you do not use a power drill. You do have to rethread the bad plug entry using the tap that comes with the kit.  Then install (screw in) the replacement threaded sleeve. Its not difficult.
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Once you retreaded it will leave metal particle in the cylinder head, unless you have a excellent method of removing the metal particles with the head in place. You can try a magnet or a very good vacuum or both no guarantees??? -  you'll have a problem for it will damage the internal lining of the cylinder therefore making the block useless. The best practice is to remove the head.I did remove mine, hop this will help.","Once you retreaded it will leave metal particle in the cylinder head, unless you have a excellent method of removing the metal particles with the head in place. You can try a magnet or a very good vacuum or both no guarantees??? -  you'll have a problem for it will damage the internal lining of the cylinder therefore making the block useless. The best practice is to remove the head.I did remove mine, hop this will help."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: I used it to avoid buying a new head for my lawnmower after I stripped the sparkplug threads.  You do have to tap the hole to a larger size, to accommodate the Helicoil insert, which then allows the sparkplug to seat tightly.  You can do this with the head in place, but there is of course risk of metal particles getting into the cylinder, as another user has noted.","I used it to avoid buying a new head for my lawnmower after I stripped the sparkplug threads.  You do have to tap the hole to a larger size, to accommodate the Helicoil insert, which then allows the sparkplug to seat tightly.  You can do this with the head in place, but there is of course risk of metal particles getting into the cylinder, as another user has noted."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: If you are just going to clean-up the spark plug hole threads you can use this tool providing you can get to thew hole.  However, it is less expense to buy a 144mm 1.25 tap for about $6. If you are going to install a Helicoil insert in the hole you first have to enlarge the spark plug hole to 5/8 inch diameter with a 5/8 inch drill which is not included in this kit.  Can you get a drill motor with the 5/8 inch drill aligned with the center line of the hole?  There right angle drill motors which are not as long as a standard. It is very important you drill the hole straight, i.e., on the center line of the spark plug hole and hole must be round and not oval shape to have full hreads for the insert.  You can use a cannister vacuum cleaner with a wand to suck up the drill shavings as you drill.  Some shavings will probably fall into the cylinder.  To get them out I would leave the spark plug out of the hole and turn-over the engine with the starter a few times with ignition coil wire disconnected to blow the shavings out of the cylinder via the open exhaust valve or out the spark plug hole.  The instructions in the kit tell you to use a high temperature thread sealant when installing the Heliciol insert.  This sealant is not included in the kit.  You can order this thread sealant when you order the kit.  I cost $5-$6.



    If you are just going to clean-up the spark plug hole threads you can use this tool providing you can get to thew hole. However, it is less expense to buy a 144mm 1.25 tap for about $6. If you are going to install a Helicoil insert in the hole you first have to enlarge the spark plug hole to 5/8 inch diameter with a 5/8 inch drill which is not included in this kit. Can you get a drill motor with the 5/8 inch drill aligned with the center line of the hole? There right angle drill motors which are not as long as a standard. It is very important you drill the hole straight, i.e.,...
      » 
Read More


   If you are just going to clean-up the spark plug hole threads you can use this tool providing you can get to thew hole.  However, it is less expense to buy a 144mm 1.25 tap for about $6. If you are going to install a Helicoil insert in the hole you first have to enlarge the spark plug hole to 5/8 inch diameter with a 5/8 inch drill which is not included in this kit.  Can you get a drill motor with the 5/8 inch drill aligned with the center line of the hole?  There right angle drill motors which are not as long as a standard. It is very important you drill the hole straight, i.e., on the center line of the spark plug hole and hole must be round and not oval shape to have full hreads for the insert.  You can use a cannister vacuum cleaner with a wand to suck up the drill shavings as you drill.  Some shavings will probably fall into the cylinder.  To get them out I would leave the spark plug out of the hole and turn-over the engine with the starter a few times with ignition coil wire disconnected to blow the shavings out of the cylinder via the open exhaust valve or out the spark plug hole.  The instructions in the kit tell you to use a high temperature thread sealant when installing the Heliciol insert.  This sealant is not included in the kit.  You can order this thread sealant when you order the kit.  I cost $5-$6.
      « 

Show Less","If you are just going to clean-up the spark plug hole threads you can use this tool providing you can get to thew hole.  However, it is less expense to buy a 144mm 1.25 tap for about $6. If you are going to install a Helicoil insert in the hole you first have to enlarge the spark plug hole to 5/8 inch diameter with a 5/8 inch drill which is not included in this kit.  Can you get a drill motor with the 5/8 inch drill aligned with the center line of the hole?  There right angle drill motors which are not as long as a standard. It is very important you drill the hole straight, i.e., on the center line of the spark plug hole and hole must be round and not oval shape to have full hreads for the insert.  You can use a cannister vacuum cleaner with a wand to suck up the drill shavings as you drill.  Some shavings will probably fall into the cylinder.  To get them out I would leave the spark plug out of the hole and turn-over the engine with the starter a few times with ignition coil wire disconnected to blow the shavings out of the cylinder via the open exhaust valve or out the spark plug hole.  The instructions in the kit tell you to use a high temperature thread sealant when installing the Heliciol insert.  This sealant is not included in the kit.  You can order this thread sealant when you order the kit.  I cost $5-$6.



    If you are just going to clean-up the spark plug hole threads you can use this tool providing you can get to thew hole. However, it is less expense to buy a 144mm 1.25 tap for about $6. If you are going to install a Helicoil insert in the hole you first have to enlarge the spark plug hole to 5/8 inch diameter with a 5/8 inch drill which is not included in this kit. Can you get a drill motor with the 5/8 inch drill aligned with the center line of the hole? There right angle drill motors which are not as long as a standard. It is very important you drill the hole straight, i.e.,...
      » 
Read More


   If you are just going to clean-up the spark plug hole threads you can use this tool providing you can get to thew hole.  However, it is less expense to buy a 144mm 1.25 tap for about $6. If you are going to install a Helicoil insert in the hole you first have to enlarge the spark plug hole to 5/8 inch diameter with a 5/8 inch drill which is not included in this kit.  Can you get a drill motor with the 5/8 inch drill aligned with the center line of the hole?  There right angle drill motors which are not as long as a standard. It is very important you drill the hole straight, i.e., on the center line of the spark plug hole and hole must be round and not oval shape to have full hreads for the insert.  You can use a cannister vacuum cleaner with a wand to suck up the drill shavings as you drill.  Some shavings will probably fall into the cylinder.  To get them out I would leave the spark plug out of the hole and turn-over the engine with the starter a few times with ignition coil wire disconnected to blow the shavings out of the cylinder via the open exhaust valve or out the spark plug hole.  The instructions in the kit tell you to use a high temperature thread sealant when installing the Heliciol insert.  This sealant is not included in the kit.  You can order this thread sealant when you order the kit.  I cost $5-$6.
      « 

Show Less"
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: also, you might end up with steel/aluminum shavings in your cylinder head, if you TAP cut the threads shavings ave to go somewhere and most likely into your head, causing much more problems","also, you might end up with steel/aluminum shavings in your cylinder head, if you TAP cut the threads shavings ave to go somewhere and most likely into your head, causing much more problems"
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: yes , i used a 3 or 4"" extension and it went in very smoothly..just follow the instruction and it works out great. i've put 35000 miles on the engine since i fixed it and have run it hard and it has held up to the test..","yes , i used a 3 or 4"" extension and it went in very smoothly..just follow the instruction and it works out great. i've put 35000 miles on the engine since i fixed it and have run it hard and it has held up to the test.."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Yes it does allow for a standard socket set to fit onto it. It's mainly designed for Spark plug threads. It first cleans out existing industry standard spark plug width 1/2"" thread, then a 5/8 "" bore is created when you turn the tap further into the head. This allows for the heli coil to thread in and then the spark plug fits into the 1/2"" heli coil. I used it on an aluminum head so I had no trouble Can't say what it would be like with iron head.","Yes it does allow for a standard socket set to fit onto it. It's mainly designed for Spark plug threads. It first cleans out existing industry standard spark plug width 1/2"" thread, then a 5/8 "" bore is created when you turn the tap further into the head. This allows for the heli coil to thread in and then the spark plug fits into the 1/2"" heli coil. I used it on an aluminum head so I had no trouble Can't say what it would be like with iron head."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: yes it does! Its two sizes. When you start it, it taps the spark plug threads then, it goes into the out size hole. When your done with tapping the hole and screwing in the new thread....the inside diameter should be the same as your spark plug.","yes it does! Its two sizes. When you start it, it taps the spark plug threads then, it goes into the out size hole. When your done with tapping the hole and screwing in the new thread....the inside diameter should be the same as your spark plug."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: Yes, there is a 3/8 socket hole in the top nut section.","Yes, there is a 3/8 socket hole in the top nut section."
"question: Does the piloted reamer tap have a 3/8"" socket hole inside the top nut section? context: kit did not have a reamer.",kit did not have a reamer.
question: what are the dimensions context: on the back in the middle right under the handle,on the back in the middle right under the handle
question: what are the dimensions context: There is a tiny whole in the back top center.  It took me a while to figure it out.,There is a tiny whole in the back top center.  It took me a while to figure it out.
question: what are the dimensions context: At the back,At the back
"question: what are the dimensions context: On the back of the charger, right below the carrying handle.","On the back of the charger, right below the carrying handle."
"question: what are the dimensions context: It plugs in on the back, in the center. Here is a video  https://www.youtube.com/watch?v=NaLJZZGUs0Q","It plugs in on the back, in the center. Here is a video  https://www.youtube.com/watch?v=NaLJZZGUs0Q"
"question: what are the dimensions context: Yes, i have an ES5000 and it worked with no issues.","Yes, i have an ES5000 and it worked with no issues."
"question: what are the dimensions context: Yes, it works fine","Yes, it works fine"
question: what are the dimensions context: Yes,Yes
question: what are the dimensions context: Yes it will,Yes it will
question: what are the dimensions context: Yes it will.,Yes it will.
"question: what are the dimensions context: I have a Es5000, and it works fine","I have a Es5000, and it works fine"
question: what are the dimensions context: yes it did,yes it did
question: what are the dimensions context: Yes,Yes
question: what are the dimensions context: Yes,Yes
question: what are the dimensions context: The charger works very good.,The charger works very good.
"question: what are the dimensions context: 1"" x 2"" x 3"" (smaller than the original but it works)","1"" x 2"" x 3"" (smaller than the original but it works)"
question: what are the dimensions context: Dimensions of what?,Dimensions of what?
question: what are the dimensions context: Approximately 2 inches wide x 2 inches tall x 1 1/4 inches deep.,Approximately 2 inches wide x 2 inches tall x 1 1/4 inches deep.
question: Can it be used on interior trim? context: The scratches are clean and black but they are still there.  The scratches puck up future dirt first so they show again sooner but for awhile they are well camouflaged.,The scratches are clean and black but they are still there.  The scratches puck up future dirt first so they show again sooner but for awhile they are well camouflaged.
question: Can it be used on interior trim? context: I just tried it on my car.  Worked pretty well.  Won't make the scratches go away.  Just makes them darker.  Makes rubber piece look newer.  But you knew that.  I think you will be pleased with the results.,I just tried it on my car.  Worked pretty well.  Won't make the scratches go away.  Just makes them darker.  Makes rubber piece look newer.  But you knew that.  I think you will be pleased with the results.
"question: Can it be used on interior trim? context: no, they were less noticeable but still there.","no, they were less noticeable but still there."
question: Can it be used on interior trim? context: It semi fills them in and somewhat improves the appearance but does not fully hide them,It semi fills them in and somewhat improves the appearance but does not fully hide them
question: Can it be used on interior trim? context: Not very well.,Not very well.
question: Can it be used on interior trim? context: i did not use it for that purpose,i did not use it for that purpose
question: Can it be used on interior trim? context: ...DO NOT use this on paint!,...DO NOT use this on paint!
question: Can it be used on interior trim? context: this is more for your interior or tires but not for paint.,this is more for your interior or tires but not for paint.
"question: Can it be used on interior trim? context: I don't think it's suited to that, there are better products.","I don't think it's suited to that, there are better products."
question: Can it be used on interior trim? context: Other products better suited.,Other products better suited.
"question: Can it be used on interior trim? context: no...haven't tried it, maybe if it was a black car.?","no...haven't tried it, maybe if it was a black car.?"
question: Can it be used on interior trim? context: similar but this will make fenders black again that have sun damage. I use both..,similar but this will make fenders black again that have sun damage. I use both..
question: Can it be used on interior trim? context: I only used the Back to Black.  I would suspect it only differs in how long it lasts.  B to B lasts months. Does not seem to wash off..i would not use it on tkhe interior finish,I only used the Back to Black.  I would suspect it only differs in how long it lasts.  B to B lasts months. Does not seem to wash off..i would not use it on tkhe interior finish
question: Can it be used on interior trim? context: I use this on my jeep wrangle to bring the fender flares and hard top to their original color. These items have sun damage and it works wonders after neglect. Much better than armor all which I also tried but I always go back to mothers!,I use this on my jeep wrangle to bring the fender flares and hard top to their original color. These items have sun damage and it works wonders after neglect. Much better than armor all which I also tried but I always go back to mothers!
question: Can it be used on interior trim? context: I've heard of people using it on their interior. It is a bit greasy for my liking. If you do use it do not use on the steering wheel it will make it slippery.,I've heard of people using it on their interior. It is a bit greasy for my liking. If you do use it do not use on the steering wheel it will make it slippery.
"question: Can it be used on interior trim? context: I tried, but it didn't work very well.","I tried, but it didn't work very well."
question: Can it be used on interior trim? context: i'm not sure  i only used it on the exterior  of my jeep.sorry i can't answer it any better.,i'm not sure  i only used it on the exterior  of my jeep.sorry i can't answer it any better.
question: Can it be used on interior trim? context: I do not think it is designed for interior trim.,I do not think it is designed for interior trim.
"question: Can it be used on interior trim? context: In the interior, you will likely breathe fumes . . .  the new car smell is plastic volatile compounds evaporating at ambient temperature into your lungs.","In the interior, you will likely breathe fumes . . .  the new car smell is plastic volatile compounds evaporating at ambient temperature into your lungs."
question: Can it be used on interior trim? context: Yes. For light interior cleaning I put a small amount of Back to Black in a bucket with some water. Wring a microfiber until damp. Wipe vinyl and plastic. Works great.,Yes. For light interior cleaning I put a small amount of Back to Black in a bucket with some water. Wring a microfiber until damp. Wipe vinyl and plastic. Works great.
question: can this be used on hybrid vehicles context: Yes. It has a temperature mode and includes a bead probe. It may be worthwhile to pick up the thermocouple adapter as well.,Yes. It has a temperature mode and includes a bead probe. It may be worthwhile to pick up the thermocouple adapter as well.
question: can this be used on hybrid vehicles context: I think mine came with temp sensing probe.  So I believe it can.,I think mine came with temp sensing probe.  So I believe it can.
question: can this be used on hybrid vehicles context: Probably with a temp probe. Accessory.,Probably with a temp probe. Accessory.
question: can this be used on hybrid vehicles context: yes it can with a special wire,yes it can with a special wire
"question: can this be used on hybrid vehicles context: Yes, and the meter includes a K-type bead thermometer probe.You can use a variety of other K-type probes with a K-type adapter (bought separately), also available as a separate accessory from Fluke and even some other companies.","Yes, and the meter includes a K-type bead thermometer probe.You can use a variety of other K-type probes with a K-type adapter (bought separately), also available as a separate accessory from Fluke and even some other companies."
"question: can this be used on hybrid vehicles context: The Fluke 87V is suppose to have better measurement functions than the Fluke 87. It also is one of the first meters designed to accurately measure adjustable speed drives. Both meters are true RMS meters, and both are very good quality meters from a great company that will last you a lifetime if taken care of.","The Fluke 87V is suppose to have better measurement functions than the Fluke 87. It also is one of the first meters designed to accurately measure adjustable speed drives. Both meters are true RMS meters, and both are very good quality meters from a great company that will last you a lifetime if taken care of."
"question: can this be used on hybrid vehicles context: Here are the manuals:87:  http://physics.ucsd.edu/neurophysics/Manuals/Fluke/87______umeng080087V (80 V series):  http://www.fluke87v.com/crm_uploads/fe_80v_users_manual_1.pdfDepending on your use, there are quite a few notable differences. For me, the 87V's ability to measure temperature is of utmost importance. But some enjoy the Hi-Res mode of the 87V even more.","Here are the manuals:87:  http://physics.ucsd.edu/neurophysics/Manuals/Fluke/87______umeng080087V (80 V series):  http://www.fluke87v.com/crm_uploads/fe_80v_users_manual_1.pdfDepending on your use, there are quite a few notable differences. For me, the 87V's ability to measure temperature is of utmost importance. But some enjoy the Hi-Res mode of the 87V even more."
"question: can this be used on hybrid vehicles context: Differences between the Fluke 87, 87-III, and 87-V are technical and better investigated using Google, esp. regarding the GSM problem. (BTW, the 87-IV is a 187, i.e., rather a different topic)","Differences between the Fluke 87, 87-III, and 87-V are technical and better investigated using Google, esp. regarding the GSM problem. (BTW, the 87-IV is a 187, i.e., rather a different topic)"
"question: can this be used on hybrid vehicles context: 87 is the model number and the five (v) represents the version. In other words there was also an 87-2, 87-3 etc. 87-v is the current model.","87 is the model number and the five (v) represents the version. In other words there was also an 87-2, 87-3 etc. 87-v is the current model."
question: can this be used on hybrid vehicles context: It will but you have to buy a separate amp clamp,It will but you have to buy a separate amp clamp
"question: can this be used on hybrid vehicles context: Only by using a clamp on amp meter attachment.  As supplied it only does amp readings by inserting into the circuit.  Fluke offers several clamp on ac, ac/dc, and varied current level ""probes"" as they describe them.","Only by using a clamp on amp meter attachment.  As supplied it only does amp readings by inserting into the circuit.  Fluke offers several clamp on ac, ac/dc, and varied current level ""probes"" as they describe them."
question: can this be used on hybrid vehicles context: Not on its own. You will need a current clamp for that.,Not on its own. You will need a current clamp for that.
"question: can this be used on hybrid vehicles context: Not with the included probes, you'd need an amp clamp to do that. Their clamp style probe has low resolution with currents under 1 amp but I've heard their thread-style amp probe is more accurate with those situations.","Not with the included probes, you'd need an amp clamp to do that. Their clamp style probe has low resolution with currents under 1 amp but I've heard their thread-style amp probe is more accurate with those situations."
"question: can this be used on hybrid vehicles context: No, you would need an amprobe for that","No, you would need an amprobe for that"
